comuna,candidato,votos,porcentaje
ANGOL,"4. MARIO DESBORDES JIMENEZ",493,11.88
ANGOL,"5. GABRIEL BORIC FONT",1898,71.35
ANGOL,"6. DANIEL JADUE JADUE",762,28.65
ANDACOLLO,"1. JOAQUIN LAVIN INFANTE",148,39.78
ANDACOLLO,"2. IGNACIO BRIONES ROJAS",35,9.41
ANDACOLLO,"3. SEBASTIAN SICHEL RAMIREZ",158,42.47
ANDACOLLO,"4. MARIO DESBORDES JIMENEZ",31,8.33
ANDACOLLO,"5. GABRIEL BORIC FONT",414,47.1
ANDACOLLO,"6. DANIEL JADUE JADUE",465,52.9
ANCUD,"1. JOAQUIN LAVIN INFANTE",525,30.21
ANCUD,"2. IGNACIO BRIONES ROJAS",98,5.64
ANCUD,"3. SEBASTIAN SICHEL RAMIREZ",861,49.54
ANCUD,"4. MARIO DESBORDES JIMENEZ",254,14.61
ANCUD,"5. GABRIEL BORIC FONT",1400,53.64
ANCUD,"6. DANIEL JADUE JADUE",1210,46.36
"ALTO HOSPICIO","1. JOAQUIN LAVIN INFANTE",727,28.27
"ALTO HOSPICIO","2. IGNACIO BRIONES ROJAS",165,6.42
"ALTO HOSPICIO","3. SEBASTIAN SICHEL RAMIREZ",1377,53.54
"ALTO HOSPICIO","4. MARIO DESBORDES JIMENEZ",303,11.78
"ALTO HOSPICIO","5. GABRIEL BORIC FONT",2059,56.77
"ALTO HOSPICIO","6. DANIEL JADUE JADUE",1568,43.23
"ALTO DEL CARMEN","1. JOAQUIN LAVIN INFANTE",59,41.26
"ALTO DEL CARMEN","2. IGNACIO BRIONES ROJAS",12,8.39
"ALTO DEL CARMEN","3. SEBASTIAN SICHEL RAMIREZ",53,37.06
"ALTO DEL CARMEN","4. MARIO DESBORDES JIMENEZ",19,13.29
"ALTO DEL CARMEN","5. GABRIEL BORIC FONT",122,51.91
"ALTO DEL CARMEN","6. DANIEL JADUE JADUE",113,48.09
"ALTO BIOBIO","1. JOAQUIN LAVIN INFANTE",133,66.17
"ALTO BIOBIO","2. IGNACIO BRIONES ROJAS",20,9.95
"ALTO BIOBIO","3. SEBASTIAN SICHEL RAMIREZ",33,16.42
"ALTO BIOBIO","4. MARIO DESBORDES JIMENEZ",15,7.46
"ALTO BIOBIO","5. GABRIEL BORIC FONT",82,50
"ALTO BIOBIO","6. DANIEL JADUE JADUE",82,50
ALHUE,"1. JOAQUIN LAVIN INFANTE",80,27.3
ALHUE,"2. IGNACIO BRIONES ROJAS",23,7.85
ALHUE,"3. SEBASTIAN SICHEL RAMIREZ",165,56.31
ALHUE,"4. MARIO DESBORDES JIMENEZ",25,8.53
ALHUE,"5. GABRIEL BORIC FONT",268,54.25
ALHUE,"6. DANIEL JADUE JADUE",226,45.75
ALGARROBO,"1. JOAQUIN LAVIN INFANTE",739,36.15
ALGARROBO,"2. IGNACIO BRIONES ROJAS",206,10.08
ALGARROBO,"3. SEBASTIAN SICHEL RAMIREZ",891,43.59
ALGARROBO,"4. MARIO DESBORDES JIMENEZ",208,10.18
ALGARROBO,"5. GABRIEL BORIC FONT",1299,67.76
ALGARROBO,"6. DANIEL JADUE JADUE",618,32.24
